date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Maine.1
6/17/2020,-22,-21,-30,-22,-33,-31,-30,-28,-49,-28,-29,-34,-22,-30,-23,-22,-23,-25,-24,-23,-35,-36,-28,-30,-21,-23,-19,-23,-34,-27,-35,-27,-36,-27,-19,-25,-23,-31,-30,-29,-23,-19,-23,-29,-30,-29,-32,-35,-23,-23,-19,null
6/18/2020,-22,-21,-30,-22,-33,-31,-30,-28,-49,-28,-29,-32,-22,-30,-23,-22,-23,-25,-24,-23,-35,-35,-28,-30,-21,-23,-19,-23,-34,-27,-35,-27,-36,-27,-19,-26,-23,-31,-30,-29,-23,-19,-23,-29,-30,-29,-32,-35,-23,-23,-19,null
6/19/2020,-22,-21,-30,-23,-33,-31,-30,-28,-49,-28,-29,-32,-23,-30,-23,-22,-23,-26,-24,-23,-35,-36,-28,-30,-21,-23,-19,-23,-34,-27,-35,-28,-36,-27,-19,-26,-23,-31,-30,-29,-23,-19,-23,-29,-30,-29,-32,-35,-23,-23,-19,null
6/20/2020,-23,-21,-31,-23,-33,-31,-30,-29,-49,-28,-29,-31,-23,-30,-23,-22,-24,-26,-24,-23,-35,-36,-28,-30,-22,-23,-19,-24,-34,-27,-35,-28,-36,-28,-19,-26,-23,-31,-30,-29,-23,-19,-24,-29,-30,-29,-32,-34,-23,-23,-19,null
6/21/2020,-23,-21,-31,-23,-33,-31,-29,-28,-49,-28,-29,-31,-22,-30,-23,-22,-24,-26,-24,-23,-35,-36,-28,-29,-22,-23,-19,-23,-33,-27,-35,-27,-35,-27,-19,-25,-23,-31,-30,-29,-23,-19,-24,-29,-30,-29,-32,-34,-22,-23,-19,null
6/22/2020,-23,-21,-31,-23,-33,-31,-30,-29,-49,-28,-29,-31,-23,-31,-24,-23,-24,-26,-25,-24,-35,-36,-28,-29,-22,-23,-19,-23,-34,-27,-35,-28,-36,-28,-19,-26,-24,-31,-30,-29,-24,-19,-24,-30,-30,-30,-33,-34,-23,-23,-19,null
6/23/2020,-24,-22,-31,-23,-33,-31,-30,-29,-49,-29,-30,-31,-23,-31,-24,-23,-24,-26,-26,-24,-36,-36,-29,-29,-23,-24,-19,-24,-34,-27,-35,-28,-36,-28,-19,-26,-24,-31,-30,-30,-24,-19,-25,-31,-30,-30,-33,-35,-23,-24,-19,null
6/24/2020,-24,-22,-32,-23,-33,-31,-30,-29,-49,-29,-30,-31,-23,-31,-24,-23,-24,-26,-26,-25,-35,-36,-28,-29,-23,-24,-19,-24,-34,-27,-35,-28,-36,-27,-19,-26,-24,-31,-30,-30,-24,-19,-25,-31,-30,-30,-32,-35,-23,-24,-19,null
6/25/2020,-24,-22,-32,-24,-33,-31,-30,-29,-49,-29,-30,-31,-23,-31,-24,-23,-24,-26,-26,-25,-35,-36,-28,-29,-23,-24,-19,-24,-34,-27,-35,-28,-35,-27,-19,-26,-24,-31,-30,-30,-25,-19,-25,-31,-30,-30,-32,-35,-23,-24,-20,null
6/26/2020,-24,-21,-32,-24,-33,-31,-30,-28,-49,-29,-30,-31,-23,-31,-24,-23,-24,-26,-26,-24,-35,-36,-28,-29,-23,-24,-19,-24,-34,-27,-35,-28,-35,-27,-19,-26,-24,-31,-30,-30,-25,-19,-25,-31,-30,-30,-32,-35,-23,-24,-19,null
6/27/2020,-24,-21,-32,-24,-34,-31,-30,-28,-49,-29,-30,-32,-24,-30,-24,-22,-24,-26,-27,-24,-35,-36,-28,-30,-23,-24,-20,-24,-34,-27,-35,-28,-36,-28,-19,-26,-24,-31,-30,-30,-25,-19,-25,-32,-31,-30,-32,-35,-23,-23,-20,null
6/28/2020,-24,-21,-33,-23,-34,-31,-30,-28,-48,-29,-30,-31,-24,-30,-24,-22,-24,-26,-26,-24,-35,-36,-28,-30,-23,-24,-19,-24,-34,-27,-35,-28,-35,-28,-19,-26,-24,-31,-30,-30,-25,-19,-25,-32,-31,-30,-32,-35,-23,-23,-20,null
6/29/2020,-23,-21,-32,-23,-33,-31,-30,-28,-48,-29,-30,-31,-24,-30,-24,-22,-24,-26,-26,-24,-34,-36,-28,-30,-23,-24,-19,-24,-33,-27,-34,-28,-35,-27,-19,-26,-24,-31,-29,-29,-25,-19,-25,-32,-31,-30,-31,-35,-23,-23,-19,null
6/30/2020,-23,-21,-32,-23,-33,-30,-30,-27,-47,-29,-30,-31,-24,-30,-24,-22,-24,-26,-26,-24,-34,-36,-27,-29,-23,-23,-19,-24,-33,-27,-34,-28,-35,-27,-19,-26,-24,-31,-29,-29,-25,-19,-25,-32,-31,-30,-31,-34,-23,-23,-19,null
7/1/2020,-24,-21,-33,-24,-33,-30,-30,-27,-47,-30,-30,-31,-24,-30,-24,-22,-24,-26,-26,-24,-34,-36,-28,-30,-24,-24,-20,-24,-33,-27,-34,-28,-35,-28,-19,-26,-24,-31,-29,-29,-25,-19,-25,-32,-31,-30,-31,-34,-23,-24,-19,null
7/2/2020,-25,-22,-33,-24,-34,-31,-30,-28,-47,-30,-30,-31,-25,-30,-25,-23,-25,-27,-26,-25,-34,-36,-28,-30,-24,-24,-20,-25,-33,-28,-34,-28,-35,-29,-20,-27,-25,-31,-29,-30,-26,-20,-26,-32,-31,-30,-31,-35,-23,-24,-20,null
7/3/2020,-28,-26,-36,-28,-36,-34,-33,-30,-49,-33,-33,-35,-28,-33,-29,-27,-28,-30,-29,-28,-37,-39,-32,-34,-28,-28,-24,-28,-36,-31,-36,-31,-37,-32,-25,-30,-28,-34,-33,-33,-29,-24,-30,-35,-35,-33,-34,-38,-26,-28,-24,null
7/4/2020,-31,-28,-38,-30,-38,-36,-35,-33,-50,-35,-36,-36,-30,-36,-32,-30,-31,-33,-31,-30,-39,-41,-35,-36,-30,-31,-26,-32,-37,-34,-39,-33,-39,-34,-27,-33,-30,-36,-35,-35,-31,-27,-32,-37,-37,-36,-37,-39,-28,-31,-25,null
7/5/2020,-33,-29,-39,-31,-39,-37,-36,-33,-51,-36,-37,-37,-31,-37,-33,-31,-33,-33,-32,-31,-39,-41,-36,-37,-31,-32,-27,-33,-37,-35,-40,-34,-40,-35,-29,-34,-31,-36,-36,-36,-32,-28,-33,-38,-38,-36,-37,-40,-29,-32,-26,null
7/6/2020,-33,-30,-40,-32,-40,-38,-37,-34,-51,-36,-38,-38,-32,-38,-34,-32,-33,-34,-33,-32,-40,-42,-37,-37,-32,-32,-27,-34,-38,-35,-40,-34,-40,-36,-30,-35,-32,-37,-37,-37,-33,-29,-34,-39,-38,-37,-38,-41,-29,-33,-27,null
7/7/2020,-34,-31,-40,-32,-40,-38,-37,-34,-51,-36,-38,-38,-32,-38,-34,-32,-34,-34,-33,-32,-40,-42,-37,-38,-32,-32,-28,-34,-38,-36,-40,-35,-41,-36,-30,-35,-32,-37,-37,-38,-34,-29,-34,-39,-38,-37,-38,-41,-30,-33,-28,null
7/8/2020,-33,-31,-40,-32,-40,-38,-37,-34,-51,-37,-38,-38,-32,-38,-34,-32,-34,-34,-34,-32,-40,-42,-37,-38,-32,-32,-28,-34,-38,-36,-40,-35,-41,-36,-30,-35,-32,-37,-37,-38,-34,-29,-34,-39,-38,-37,-38,-41,-30,-33,-28,null
7/9/2020,-33,-30,-40,-32,-40,-38,-37,-34,-52,-36,-38,-38,-32,-38,-33,-32,-33,-33,-33,-32,-40,-42,-37,-37,-32,-32,-28,-34,-38,-35,-40,-35,-41,-36,-29,-35,-32,-37,-37,-38,-33,-28,-34,-39,-38,-36,-38,-41,-30,-33,-27,null
7/10/2020,-29,-27,-38,-29,-38,-35,-34,-32,-50,-34,-35,-34,-29,-35,-29,-28,-30,-30,-31,-29,-37,-39,-33,-34,-29,-28,-25,-30,-36,-32,-38,-32,-39,-32,-25,-31,-29,-34,-34,-35,-30,-24,-30,-37,-35,-34,-35,-38,-27,-29,-24,null
7/11/2020,-27,-24,-36,-26,-36,-33,-31,-30,-49,-32,-33,-32,-26,-32,-26,-25,-27,-28,-29,-27,-35,-37,-30,-31,-26,-26,-22,-26,-35,-29,-35,-31,-36,-30,-22,-29,-27,-32,-32,-32,-28,-21,-28,-35,-33,-32,-33,-36,-25,-26,-22,null
7/12/2020,-26,-23,-36,-26,-35,-32,-31,-29,-49,-32,-32,-32,-26,-31,-25,-24,-26,-27,-28,-26,-35,-36,-29,-31,-26,-25,-21,-25,-34,-28,-35,-30,-36,-29,-21,-28,-26,-32,-31,-31,-27,-20,-27,-34,-32,-31,-33,-36,-25,-25,-21,null
7/13/2020,-26,-22,-36,-25,-35,-32,-30,-28,-49,-32,-32,-31,-25,-31,-25,-23,-26,-27,-28,-25,-34,-36,-28,-30,-25,-25,-21,-25,-34,-28,-34,-30,-35,-29,-20,-27,-26,-31,-31,-30,-26,-19,-27,-34,-32,-31,-32,-35,-24,-24,-21,null
7/14/2020,-25,-22,-35,-25,-35,-32,-30,-28,-48,-32,-32,-31,-25,-31,-25,-23,-26,-27,-28,-25,-34,-36,-28,-30,-25,-25,-21,-25,-34,-28,-34,-30,-35,-29,-20,-27,-26,-31,-30,-30,-26,-19,-27,-34,-32,-31,-32,-35,-24,-24,-21,null
7/15/2020,-25,-22,-35,-25,-35,-32,-30,-28,-48,-32,-32,-31,-25,-31,-24,-23,-26,-27,-28,-25,-34,-36,-28,-30,-25,-25,-21,-24,-34,-27,-34,-30,-35,-29,-20,-27,-26,-31,-30,-30,-26,-19,-27,-34,-32,-30,-32,-35,-24,-24,-20,null
7/16/2020,-25,-22,-35,-25,-35,-32,-30,-28,-48,-32,-32,-31,-25,-30,-24,-23,-26,-27,-28,-24,-34,-35,-28,-29,-25,-25,-21,-24,-34,-27,-34,-30,-35,-29,-20,-27,-25,-31,-30,-29,-26,-19,-27,-34,-32,-30,-32,-35,-24,-24,-20,null
7/17/2020,-25,-22,-35,-25,-35,-32,-29,-28,-48,-32,-32,-31,-26,-30,-24,-23,-26,-27,-28,-24,-34,-35,-27,-30,-25,-25,-21,-25,-35,-27,-33,-30,-35,-29,-20,-27,-25,-31,-30,-29,-26,-19,-27,-34,-32,-30,-32,-35,-24,-24,-20,null
7/18/2020,-26,-22,-35,-26,-36,-32,-29,-28,-48,-32,-32,-32,-26,-31,-24,-23,-26,-27,-28,-24,-34,-35,-28,-30,-25,-25,-21,-25,-35,-27,-33,-30,-35,-29,-21,-27,-26,-31,-30,-29,-26,-19,-27,-34,-32,-30,-32,-35,-24,-24,-20,null
7/19/2020,-26,-22,-35,-26,-36,-32,-30,-28,-48,-32,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-35,-35,-28,-30,-25,-25,-22,-25,-35,-27,-33,-31,-35,-29,-21,-27,-26,-31,-30,-29,-26,-19,-27,-34,-32,-30,-33,-35,-25,-25,-20,null
7/20/2020,-26,-23,-35,-26,-36,-32,-30,-28,-49,-32,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-35,-35,-28,-30,-25,-25,-22,-25,-35,-27,-34,-31,-35,-29,-21,-27,-26,-31,-30,-29,-26,-19,-27,-34,-32,-30,-33,-35,-25,-25,-20,null
7/21/2020,-26,-22,-35,-26,-36,-32,-30,-28,-49,-32,-32,-32,-26,-31,-25,-23,-26,-27,-29,-24,-35,-35,-28,-30,-25,-25,-22,-25,-35,-27,-34,-31,-35,-29,-21,-27,-26,-31,-31,-29,-27,-19,-27,-34,-32,-30,-33,-35,-25,-25,-21,null
7/22/2020,-26,-22,-35,-26,-36,-32,-30,-28,-49,-33,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-35,-35,-28,-30,-25,-25,-22,-25,-35,-27,-34,-31,-35,-29,-20,-27,-26,-31,-31,-29,-27,-19,-27,-34,-32,-30,-33,-35,-25,-24,-21,null
7/23/2020,-26,-22,-35,-26,-36,-32,-30,-28,-49,-33,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-35,-35,-28,-30,-25,-25,-22,-25,-35,-27,-34,-31,-35,-29,-20,-27,-26,-31,-31,-29,-27,-19,-27,-34,-33,-30,-33,-35,-25,-24,-21,null
7/24/2020,-26,-22,-35,-26,-36,-32,-30,-28,-49,-32,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-35,-35,-28,-30,-25,-25,-22,-25,-35,-27,-34,-30,-35,-29,-20,-27,-26,-31,-31,-29,-26,-19,-27,-34,-35,-30,-33,-35,-24,-24,-21,null
7/25/2020,-26,-22,-35,-25,-36,-32,-30,-28,-49,-32,-32,-32,-26,-31,-24,-23,-26,-27,-29,-24,-35,-35,-28,-30,-26,-25,-22,-25,-35,-27,-34,-30,-35,-29,-21,-27,-26,-31,-31,-29,-26,-19,-27,-34,-35,-30,-33,-35,-25,-24,-21,null
7/26/2020,-26,-22,-35,-25,-36,-32,-30,-28,-49,-32,-32,-35,-26,-30,-24,-24,-26,-27,-29,-24,-35,-35,-28,-30,-26,-25,-22,-25,-34,-26,-33,-31,-34,-29,-21,-27,-26,-31,-30,-29,-26,-19,-27,-35,-35,-30,-33,-35,-25,-25,-21,null
7/27/2020,-26,-22,-35,-25,-36,-32,-30,-28,-49,-32,-32,-36,-26,-30,-24,-24,-26,-27,-29,-24,-35,-35,-28,-30,-26,-25,-22,-25,-34,-26,-33,-31,-34,-29,-21,-27,-26,-32,-30,-29,-26,-19,-26,-35,-35,-30,-33,-35,-25,-25,-21,null
7/28/2020,-26,-22,-35,-25,-36,-32,-30,-28,-49,-32,-32,-36,-26,-30,-24,-24,-26,-27,-29,-23,-34,-35,-28,-30,-26,-25,-22,-25,-34,-26,-33,-30,-34,-29,-21,-27,-26,-31,-30,-29,-26,-19,-26,-34,-35,-30,-32,-35,-25,-24,-21,null
7/29/2020,-26,-22,-35,-25,-36,-32,-30,-28,-49,-32,-32,-36,-26,-30,-24,-24,-26,-27,-29,-24,-35,-35,-28,-30,-26,-25,-22,-26,-34,-26,-33,-30,-35,-29,-21,-27,-26,-32,-30,-29,-26,-19,-26,-35,-35,-30,-33,-35,-25,-25,-21,null
7/30/2020,-26,-22,-35,-26,-36,-32,-30,-29,-49,-32,-32,-36,-26,-31,-24,-24,-26,-27,-29,-24,-35,-35,-28,-30,-26,-25,-22,-26,-34,-26,-33,-31,-35,-29,-21,-27,-26,-32,-30,-29,-26,-19,-26,-35,-35,-30,-33,-35,-25,-25,-21,null
7/31/2020,-26,-22,-35,-26,-36,-32,-30,-29,-49,-32,-32,-36,-26,-31,-25,-24,-26,-27,-29,-24,-35,-35,-28,-30,-26,-25,-22,-26,-35,-26,-34,-31,-35,-29,-21,-27,-26,-32,-30,-29,-27,-19,-27,-35,-33,-30,-33,-35,-25,-25,-21,null
8/1/2020,-26,-22,-35,-26,-36,-32,-30,-29,-49,-33,-32,-36,-26,-31,-25,-24,-26,-27,-29,-24,-35,-35,-28,-30,-26,-26,-22,-26,-34,-27,-34,-31,-35,-29,-21,-28,-26,-32,-31,-29,-27,-20,-27,-34,-33,-30,-33,-35,-25,-25,-21,null
8/2/2020,-26,-22,-35,-26,-36,-32,-31,-29,-49,-34,-32,-33,-26,-31,-25,-23,-26,-27,-29,-24,-35,-36,-29,-30,-26,-26,-22,-26,-34,-27,-34,-31,-35,-29,-21,-28,-26,-32,-31,-29,-27,-19,-27,-34,-32,-30,-33,-35,-25,-25,-21,null
8/3/2020,-26,-22,-35,-26,-36,-32,-31,-29,-49,-34,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-35,-36,-28,-30,-25,-26,-22,-26,-34,-27,-34,-31,-35,-30,-21,-28,-26,-32,-31,-29,-27,-19,-27,-34,-32,-30,-33,-35,-25,-25,-21,null
8/4/2020,-25,-22,-35,-26,-36,-32,-31,-30,-50,-34,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-36,-36,-29,-30,-25,-26,-22,-26,-34,-27,-35,-31,-36,-30,-21,-28,-26,-32,-32,-29,-27,-19,-27,-34,-32,-30,-34,-36,-25,-25,-21,null
8/5/2020,-25,-22,-35,-25,-36,-32,-33,-30,-50,-34,-32,-32,-26,-31,-25,-23,-26,-27,-28,-24,-36,-36,-28,-30,-25,-26,-22,-26,-34,-27,-35,-31,-36,-30,-21,-28,-25,-32,-32,-30,-27,-19,-27,-34,-32,-30,-34,-36,-25,-25,-20,null
8/6/2020,-25,-22,-35,-25,-36,-32,-33,-30,-50,-34,-32,-32,-26,-31,-24,-23,-26,-27,-28,-24,-36,-36,-28,-30,-25,-26,-22,-26,-34,-27,-35,-31,-36,-30,-21,-28,-25,-32,-32,-30,-27,-19,-26,-33,-32,-31,-34,-36,-25,-25,-20,null
8/7/2020,-25,-23,-35,-25,-36,-32,-34,-30,-49,-33,-31,-32,-26,-30,-24,-23,-26,-27,-28,-24,-36,-36,-28,-30,-25,-26,-22,-26,-34,-27,-35,-30,-36,-30,-21,-28,-25,-32,-32,-30,-27,-19,-26,-33,-32,-31,-34,-36,-25,-25,-20,null
8/8/2020,-25,-23,-35,-25,-36,-32,-34,-30,-50,-33,-31,-32,-26,-30,-24,-23,-26,-26,-28,-24,-36,-36,-28,-30,-25,-25,-22,-25,-34,-27,-35,-30,-36,-30,-21,-27,-25,-32,-32,-30,-27,-19,-26,-33,-32,-31,-34,-36,-25,-25,-20,null
8/9/2020,-25,-23,-35,-25,-36,-32,-33,-30,-50,-32,-31,-33,-26,-30,-23,-24,-26,-26,-28,-24,-36,-35,-28,-30,-25,-26,-22,-25,-34,-27,-35,-30,-35,-30,-21,-27,-25,-32,-31,-30,-26,-19,-26,-33,-32,-31,-34,-36,-25,-25,-20,null
8/10/2020,-25,-23,-35,-25,-36,-32,-33,-30,-50,-32,-31,-33,-26,-30,-23,-24,-26,-26,-28,-24,-36,-36,-28,-30,-25,-26,-22,-25,-34,-27,-35,-30,-35,-30,-21,-27,-25,-32,-31,-31,-26,-19,-26,-33,-32,-31,-34,-36,-25,-25,-20,null
8/11/2020,-25,-23,-35,-25,-36,-32,-33,-29,-49,-32,-31,-33,-26,-31,-23,-25,-26,-26,-28,-24,-35,-35,-28,-30,-25,-26,-22,-25,-34,-27,-34,-30,-35,-29,-21,-27,-25,-32,-31,-31,-26,-19,-26,-33,-32,-30,-33,-36,-25,-25,-21,null
8/12/2020,-25,-23,-35,-25,-36,-32,-32,-29,-49,-32,-31,-33,-26,-31,-23,-26,-26,-26,-28,-24,-35,-35,-28,-30,-25,-26,-22,-25,-34,-27,-33,-30,-35,-29,-21,-27,-25,-32,-31,-31,-26,-20,-26,-33,-32,-30,-33,-36,-25,-25,-21,null
8/13/2020,-25,-23,-35,-25,-36,-32,-31,-29,-49,-32,-31,-34,-26,-31,-23,-27,-26,-26,-28,-24,-35,-35,-28,-30,-25,-25,-22,-25,-34,-27,-33,-31,-35,-29,-21,-27,-25,-32,-31,-31,-26,-20,-26,-33,-32,-30,-33,-36,-25,-25,-21,null
8/14/2020,-25,-23,-35,-25,-36,-32,-31,-29,-49,-32,-31,-34,-26,-31,-23,-27,-26,-26,-28,-24,-35,-35,-28,-30,-25,-25,-22,-25,-34,-27,-33,-31,-35,-29,-21,-27,-25,-32,-31,-31,-26,-20,-26,-33,-32,-30,-33,-36,-24,-25,-21,null
8/15/2020,-25,-23,-35,-25,-37,-32,-31,-29,-50,-32,-31,-34,-26,-31,-24,-27,-26,-26,-28,-24,-35,-36,-28,-30,-25,-25,-22,-25,-34,-27,-33,-31,-35,-29,-21,-27,-25,-32,-31,-31,-26,-20,-26,-33,-32,-30,-33,-36,-25,-25,-21,null
8/16/2020,-25,-23,-35,-25,-37,-32,-31,-30,-50,-32,-31,-34,-26,-31,-24,-27,-26,-27,-28,-24,-36,-36,-29,-30,-25,-25,-22,-25,-34,-27,-34,-31,-35,-29,-21,-27,-25,-32,-31,-32,-26,-20,-26,-33,-32,-30,-34,-36,-25,-25,-21,null
8/17/2020,-25,-23,-35,-25,-37,-32,-31,-30,-50,-32,-31,-34,-26,-31,-24,-26,-26,-27,-28,-24,-36,-36,-28,-30,-25,-25,-22,-25,-34,-27,-34,-31,-35,-29,-21,-27,-25,-32,-31,-30,-26,-20,-26,-33,-32,-30,-34,-36,-25,-25,-21,null
8/18/2020,-25,-23,-35,-25,-37,-32,-31,-29,-50,-32,-31,-34,-26,-30,-23,-25,-26,-26,-27,-24,-35,-36,-28,-30,-24,-25,-22,-24,-34,-27,-34,-31,-35,-29,-21,-27,-25,-32,-31,-30,-26,-20,-26,-33,-32,-30,-33,-36,-24,-24,-21,null
8/19/2020,-24,-22,-35,-25,-37,-32,-31,-29,-50,-32,-31,-34,-26,-30,-23,-24,-26,-26,-27,-24,-35,-36,-28,-29,-24,-25,-22,-24,-34,-26,-34,-30,-35,-29,-21,-27,-25,-32,-31,-30,-26,-20,-26,-33,-32,-30,-33,-36,-24,-24,-20,null
8/20/2020,-24,-22,-34,-25,-37,-32,-31,-29,-50,-32,-30,-35,-25,-30,-23,-23,-25,-26,-27,-23,-35,-36,-28,-29,-24,-25,-21,-24,-34,-26,-34,-30,-35,-29,-21,-26,-24,-32,-31,-29,-26,-19,-26,-33,-32,-30,-33,-36,-24,-24,-20,null
8/21/2020,-24,-22,-34,-24,-36,-32,-31,-29,-50,-32,-30,-36,-25,-30,-22,-23,-25,-26,-27,-23,-35,-36,-28,-29,-23,-24,-21,-23,-34,-26,-34,-30,-35,-29,-20,-26,-24,-32,-31,-29,-26,-19,-25,-32,-32,-30,-33,-36,-24,-24,-20,null
8/22/2020,-24,-22,-34,-24,-36,-31,-30,-29,-49,-32,-30,-36,-25,-29,-22,-23,-25,-25,-26,-23,-35,-35,-27,-29,-23,-24,-21,-23,-33,-26,-34,-30,-35,-28,-20,-26,-24,-32,-30,-29,-25,-19,-25,-32,-31,-29,-32,-35,-23,-24,-20,null
8/23/2020,-24,-22,-34,-24,-36,-31,-30,-28,-49,-32,-30,-37,-25,-29,-22,-22,-25,-25,-25,-23,-34,-35,-27,-29,-22,-24,-21,-23,-33,-25,-33,-30,-34,-28,-20,-26,-24,-31,-30,-28,-25,-19,-25,-32,-31,-29,-32,-35,-23,-23,-19,null
8/24/2020,-23,-22,-34,-23,-36,-31,-30,-28,-49,-31,-29,-37,-24,-29,-22,-22,-24,-25,-27,-23,-34,-35,-27,-29,-23,-24,-20,-23,-33,-25,-33,-30,-34,-28,-20,-25,-23,-31,-30,-28,-25,-19,-25,-32,-31,-29,-32,-35,-23,-23,-19,null
8/25/2020,-23,-22,-34,-23,-36,-31,-30,-28,-49,-31,-30,-37,-24,-29,-22,-22,-24,-25,-28,-22,-35,-35,-27,-29,-23,-24,-20,-23,-33,-25,-33,-30,-34,-28,-20,-25,-23,-31,-30,-28,-25,-19,-25,-32,-31,-29,-32,-35,-23,-23,-19,null
8/26/2020,-23,-21,-34,-23,-36,-31,-29,-27,-49,-31,-29,-37,-24,-29,-22,-22,-24,-25,-29,-22,-34,-34,-27,-29,-22,-24,-20,-22,-33,-25,-33,-30,-34,-27,-20,-25,-23,-31,-30,-28,-25,-18,-24,-32,-31,-29,-32,-35,-23,-23,-19,null
8/27/2020,-23,-21,-34,-23,-35,-31,-29,-27,-49,-31,-29,-37,-24,-29,-21,-21,-24,-25,-34,-22,-34,-34,-27,-29,-22,-23,-20,-22,-33,-25,-33,-29,-34,-27,-20,-25,-23,-31,-30,-28,-24,-18,-24,-32,-30,-28,-32,-35,-23,-23,-19,null
8/28/2020,-23,-21,-33,-23,-35,-30,-29,-27,-49,-30,-29,-36,-23,-29,-21,-21,-24,-25,-35,-21,-34,-34,-27,-29,-22,-23,-19,-21,-33,-25,-33,-29,-34,-27,-20,-25,-23,-31,-29,-27,-24,-18,-24,-32,-30,-28,-31,-34,-23,-23,-18,null
8/29/2020,-23,-21,-33,-23,-35,-30,-30,-27,-50,-31,-29,-37,-23,-29,-21,-21,-24,-25,-36,-22,-34,-35,-27,-29,-22,-23,-19,-21,-32,-25,-33,-29,-34,-27,-20,-25,-23,-31,-30,-28,-24,-18,-24,-32,-30,-28,-32,-34,-23,-23,-18,null
8/30/2020,-23,-20,-33,-23,-35,-30,-29,-27,-49,-31,-29,-38,-23,-28,-22,-21,-23,-25,-37,-22,-34,-34,-26,-29,-22,-23,-19,-21,-32,-25,-33,-29,-34,-27,-20,-25,-23,-30,-29,-27,-24,-18,-24,-32,-30,-28,-31,-34,-23,-23,-18,null
8/31/2020,-23,-20,-33,-23,-35,-30,-29,-27,-50,-31,-29,-38,-23,-28,-21,-20,-23,-25,-36,-22,-34,-34,-26,-29,-22,-23,-19,-21,-32,-25,-33,-29,-34,-27,-20,-24,-22,-30,-29,-27,-24,-18,-24,-32,-30,-28,-31,-34,-23,-23,-18,null
9/1/2020,-23,-20,-33,-23,-35,-30,-29,-27,-50,-30,-28,-39,-23,-28,-21,-20,-23,-24,-36,-22,-34,-34,-26,-28,-21,-23,-18,-21,-32,-25,-33,-29,-34,-27,-20,-24,-22,-30,-29,-27,-24,-17,-24,-32,-30,-27,-31,-34,-22,-23,-18,null
9/2/2020,-23,-20,-33,-23,-35,-30,-29,-27,-50,-30,-28,-39,-23,-28,-21,-20,-23,-24,-34,-22,-34,-34,-26,-28,-21,-23,-18,-21,-32,-25,-33,-29,-34,-27,-20,-24,-22,-30,-29,-27,-24,-18,-24,-32,-29,-27,-31,-34,-22,-23,-18,null
9/3/2020,-23,-20,-33,-23,-35,-30,-29,-27,-50,-30,-28,-39,-23,-28,-21,-20,-23,-24,-30,-22,-34,-34,-26,-28,-21,-23,-18,-21,-32,-24,-33,-29,-34,-27,-20,-24,-23,-30,-29,-27,-24,-18,-24,-31,-29,-27,-32,-34,-23,-23,-18,null
9/4/2020,-23,-21,-33,-23,-35,-30,-29,-28,-50,-31,-29,-40,-23,-28,-22,-20,-24,-25,-29,-22,-34,-34,-26,-29,-21,-23,-19,-21,-32,-25,-33,-29,-34,-27,-20,-24,-23,-31,-29,-27,-24,-18,-24,-31,-30,-27,-32,-34,-23,-23,-19,null
9/5/2020,-24,-22,-34,-24,-36,-31,-29,-27,-49,-31,-30,-40,-24,-29,-23,-22,-25,-26,-29,-22,-34,-34,-27,-29,-22,-24,-19,-22,-33,-25,-33,-30,-34,-28,-21,-25,-24,-31,-29,-27,-25,-19,-25,-32,-31,-27,-32,-35,-23,-24,-19,null
9/6/2020,-25,-22,-34,-24,-36,-31,-29,-27,-49,-31,-30,-40,-25,-30,-24,-23,-25,-27,-29,-22,-35,-34,-28,-30,-23,-25,-20,-23,-33,-25,-33,-30,-34,-28,-22,-26,-24,-32,-30,-28,-26,-20,-25,-32,-31,-28,-33,-35,-24,-25,-20,null
9/7/2020,-31,-28,-39,-30,-41,-36,-35,-32,-51,-36,-35,-45,-31,-35,-31,-29,-32,-32,-34,-27,-39,-39,-34,-35,-29,-31,-27,-30,-37,-31,-38,-35,-38,-34,-28,-32,-30,-36,-35,-33,-31,-27,-31,-37,-37,-33,-37,-39,-28,-31,-26,null
9/8/2020,-31,-28,-39,-30,-41,-37,-35,-33,-52,-36,-36,-45,-31,-36,-31,-30,-32,-32,-34,-27,-39,-39,-35,-35,-29,-31,-27,-31,-37,-31,-38,-35,-38,-34,-29,-33,-30,-37,-35,-33,-31,-28,-32,-37,-38,-33,-37,-40,-29,-31,-27,null
