date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Maine.1
12/2/2020,-35,-35,-40,-34,-43,-44,-39,-36,-53,-37,-38,-41,-34,-41,-36,-34,-36,-38,-35,-34,-42,-43,-41,-43,-34,-35,-32,-35,-40,-36,-42,-46,-41,-37,-32,-39,-34,-43,-41,-39,-34,-30,-36,-39,-40,-37,-40,-44,-34,-35,-32,null
12/3/2020,-27,-28,-34,-26,-38,-37,-32,-29,-50,-30,-30,-34,-26,-35,-28,-25,-28,-31,-27,-25,-36,-37,-35,-36,-26,-27,-23,-26,-34,-28,-36,-40,-35,-30,-23,-31,-27,-37,-34,-32,-26,-21,-28,-32,-32,-30,-33,-38,-27,-27,-23,null
12/4/2020,-21,-24,-30,-21,-34,-34,-28,-26,-48,-25,-26,-31,-21,-31,-23,-20,-23,-26,-22,-21,-33,-33,-30,-32,-20,-21,-18,-21,-31,-23,-33,-36,-32,-25,-18,-26,-22,-33,-30,-28,-21,-15,-23,-27,-27,-25,-29,-34,-22,-22,-17,null
12/5/2020,-19,-23,-29,-19,-33,-33,-28,-26,-48,-24,-24,-30,-19,-29,-21,-18,-22,-25,-21,-21,-33,-33,-29,-31,-18,-20,-17,-19,-30,-24,-32,-34,-31,-24,-17,-25,-20,-31,-30,-29,-19,-14,-21,-25,-26,-24,-28,-33,-22,-20,-16,null
12/6/2020,-18,-23,-28,-18,-33,-32,-28,-25,-48,-24,-23,-30,-19,-29,-21,-18,-21,-24,-20,-21,-32,-33,-28,-31,-17,-19,-16,-19,-30,-24,-32,-33,-31,-23,-16,-25,-20,-31,-29,-29,-18,-13,-20,-25,-25,-25,-28,-33,-21,-20,-16,null
12/7/2020,-18,-23,-28,-18,-33,-32,-27,-25,-48,-24,-23,-30,-19,-29,-20,-18,-21,-24,-20,-22,-32,-33,-28,-31,-17,-19,-16,-18,-30,-24,-32,-33,-31,-23,-16,-24,-20,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-33,-21,-20,-15,null
12/8/2020,-18,-22,-28,-18,-33,-32,-27,-25,-47,-24,-23,-29,-19,-28,-20,-17,-21,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-32,-20,-20,-15,null
12/9/2020,-18,-22,-28,-18,-33,-31,-27,-25,-47,-24,-23,-29,-19,-28,-20,-17,-21,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-32,-20,-20,-15,null
12/10/2020,-18,-22,-29,-18,-34,-31,-27,-26,-47,-24,-23,-29,-19,-28,-20,-17,-20,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-24,-25,-28,-32,-20,-19,-15,null
12/11/2020,-18,-22,-29,-18,-34,-32,-27,-26,-47,-24,-23,-29,-19,-28,-20,-17,-20,-24,-20,-21,-32,-33,-27,-31,-17,-19,-16,-18,-30,-24,-32,-32,-31,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-32,-20,-19,-15,null
12/12/2020,-18,-22,-29,-18,-35,-32,-26,-26,-47,-24,-23,-30,-19,-28,-20,-18,-21,-24,-20,-20,-31,-32,-28,-31,-17,-19,-16,-19,-30,-23,-31,-32,-30,-23,-16,-23,-19,-31,-28,-29,-18,-13,-20,-24,-25,-25,-28,-33,-20,-20,-15,null
12/13/2020,-18,-22,-29,-19,-35,-33,-26,-25,-46,-24,-23,-30,-19,-28,-20,-18,-21,-24,-20,-20,-31,-32,-27,-31,-17,-19,-16,-19,-30,-23,-31,-32,-30,-23,-16,-23,-21,-31,-29,-29,-18,-13,-20,-25,-25,-24,-28,-33,-20,-20,-16,null
12/14/2020,-18,-22,-29,-19,-35,-33,-26,-26,-47,-24,-23,-29,-19,-28,-20,-17,-21,-24,-20,-19,-31,-32,-27,-31,-17,-19,-16,-19,-31,-23,-31,-32,-30,-23,-16,-23,-22,-31,-29,-29,-19,-13,-20,-25,-25,-24,-28,-33,-20,-20,-15,null
12/15/2020,-19,-22,-29,-20,-36,-33,-26,-26,-47,-24,-23,-30,-19,-28,-20,-17,-21,-24,-20,-20,-31,-32,-27,-31,-17,-19,-16,-19,-31,-23,-31,-32,-31,-23,-16,-23,-23,-31,-29,-29,-19,-13,-20,-25,-26,-24,-28,-33,-20,-20,-16,null
12/16/2020,-19,-22,-29,-20,-36,-33,-26,-26,-47,-24,-24,-30,-19,-28,-20,-17,-21,-24,-20,-20,-33,-32,-27,-30,-18,-19,-16,-19,-31,-23,-32,-32,-31,-24,-16,-23,-23,-31,-31,-29,-19,-13,-21,-25,-26,-24,-29,-33,-22,-20,-15,null
12/17/2020,-19,-22,-29,-20,-36,-33,-32,-27,-48,-24,-24,-30,-19,-28,-20,-17,-21,-23,-21,-22,-34,-37,-27,-30,-18,-19,-15,-20,-31,-27,-36,-31,-34,-24,-16,-23,-24,-31,-34,-34,-19,-13,-21,-25,-26,-26,-30,-33,-23,-20,-15,null
12/18/2020,-20,-22,-29,-20,-36,-33,-32,-27,-48,-24,-25,-30,-19,-28,-20,-17,-21,-23,-21,-22,-34,-37,-27,-30,-18,-19,-15,-20,-31,-27,-36,-31,-35,-24,-16,-23,-24,-31,-35,-34,-20,-13,-21,-25,-26,-26,-30,-33,-23,-20,-15,null
12/19/2020,-20,-22,-29,-21,-36,-32,-32,-28,-48,-24,-25,-30,-19,-28,-20,-17,-21,-23,-21,-22,-34,-37,-27,-30,-19,-19,-15,-19,-31,-27,-36,-31,-35,-24,-16,-23,-24,-31,-34,-34,-20,-12,-22,-26,-26,-26,-30,-33,-23,-19,-15,null
12/20/2020,-19,-22,-29,-20,-35,-31,-32,-28,-48,-24,-24,-30,-19,-28,-20,-16,-21,-22,-20,-22,-34,-37,-26,-29,-18,-19,-15,-18,-31,-27,-36,-30,-35,-24,-16,-23,-21,-31,-34,-34,-20,-12,-21,-25,-25,-25,-30,-32,-23,-19,-15,null
12/21/2020,-20,-23,-30,-20,-36,-31,-32,-28,-48,-25,-25,-30,-19,-28,-21,-16,-21,-23,-21,-22,-34,-38,-27,-29,-19,-19,-15,-19,-31,-27,-36,-31,-35,-25,-16,-23,-22,-31,-34,-34,-21,-12,-22,-26,-26,-25,-31,-33,-23,-19,-16,null
12/22/2020,-22,-24,-30,-22,-36,-32,-33,-28,-48,-26,-27,-31,-21,-29,-22,-17,-22,-23,-22,-22,-35,-38,-27,-29,-21,-20,-16,-20,-31,-27,-36,-31,-35,-26,-17,-24,-22,-31,-35,-34,-22,-13,-23,-28,-28,-26,-31,-33,-23,-20,-18,null
12/23/2020,-23,-25,-31,-24,-37,-32,-33,-28,-47,-27,-28,-32,-23,-29,-24,-19,-24,-24,-24,-23,-34,-38,-28,-31,-23,-22,-18,-22,-32,-28,-35,-32,-35,-27,-20,-25,-23,-32,-34,-35,-24,-16,-25,-30,-30,-27,-31,-34,-23,-21,-20,null
12/24/2020,-29,-29,-35,-29,-40,-36,-31,-31,-48,-31,-33,-35,-28,-33,-29,-24,-29,-29,-29,-25,-35,-36,-33,-35,-28,-27,-22,-27,-34,-28,-35,-35,-35,-32,-26,-30,-28,-35,-34,-32,-29,-22,-30,-34,-35,-29,-35,-37,-26,-27,-26,null
12/25/2020,-37,-37,-41,-38,-46,-42,-38,-38,-52,-39,-40,-42,-36,-41,-38,-33,-37,-37,-37,-33,-42,-43,-40,-42,-37,-36,-32,-36,-40,-36,-41,-41,-41,-40,-35,-38,-36,-42,-41,-39,-38,-32,-38,-42,-43,-37,-42,-44,-34,-35,-36,null
12/26/2020,-40,-38,-43,-40,-48,-44,-40,-40,-53,-41,-43,-43,-39,-43,-41,-36,-40,-40,-38,-36,-44,-45,-43,-44,-39,-39,-33,-39,-41,-39,-43,-43,-42,-43,-37,-41,-38,-44,-43,-42,-41,-35,-42,-44,-45,-39,-44,-46,-36,-38,-38,null
12/27/2020,-41,-39,-44,-41,-48,-45,-41,-40,-54,-41,-44,-43,-40,-44,-42,-37,-41,-41,-39,-36,-44,-46,-45,-45,-40,-40,-34,-40,-42,-40,-44,-43,-43,-44,-38,-42,-39,-44,-44,-42,-42,-36,-43,-44,-46,-40,-45,-46,-37,-39,-39,null
12/28/2020,-42,-40,-45,-42,-49,-46,-43,-41,-54,-42,-45,-44,-41,-45,-43,-39,-42,-43,-40,-38,-45,-47,-46,-46,-41,-41,-36,-41,-42,-41,-45,-44,-44,-45,-40,-43,-40,-45,-45,-43,-43,-37,-44,-45,-47,-41,-46,-47,-39,-41,-40,null
12/29/2020,-43,-40,-45,-42,-50,-46,-44,-42,-55,-43,-46,-44,-41,-46,-44,-42,-43,-44,-40,-39,-46,-48,-47,-48,-42,-42,-37,-44,-43,-42,-46,-45,-45,-46,-41,-44,-41,-46,-47,-44,-44,-39,-45,-46,-48,-43,-47,-48,-40,-42,-41,null
12/30/2020,-44,-40,-46,-43,-51,-46,-45,-43,-55,-44,-46,-44,-42,-47,-45,-43,-44,-44,-41,-40,-47,-49,-48,-47,-43,-43,-37,-44,-43,-43,-47,-45,-46,-46,-40,-45,-41,-46,-47,-45,-45,-38,-46,-46,-48,-43,-47,-48,-40,-43,-41,null
12/31/2020,-42,-38,-45,-40,-50,-45,-44,-41,-54,-43,-44,-44,-40,-46,-43,-41,-42,-43,-39,-38,-46,-48,-47,-45,-41,-41,-35,-42,-41,-42,-46,-44,-45,-44,-38,-43,-39,-45,-46,-44,-42,-35,-44,-45,-47,-42,-46,-47,-38,-41,-39,null
1/1/2021,-40,-37,-43,-39,-49,-44,-43,-40,-54,-41,-43,-43,-38,-45,-42,-39,-41,-41,-38,-36,-45,-47,-46,-44,-39,-40,-33,-41,-40,-40,-45,-43,-45,-42,-36,-42,-38,-43,-46,-42,-41,-34,-42,-44,-46,-41,-44,-46,-36,-40,-37,null
1/2/2021,-39,-36,-43,-38,-49,-43,-42,-39,-53,-41,-42,-43,-37,-45,-41,-38,-40,-40,-37,-36,-44,-46,-45,-44,-39,-40,-32,-40,-39,-39,-45,-42,-44,-41,-35,-41,-37,-43,-45,-42,-40,-32,-40,-43,-45,-40,-43,-46,-35,-39,-36,null
1/3/2021,-39,-35,-43,-37,-49,-43,-42,-40,-54,-41,-42,-43,-36,-45,-41,-37,-40,-39,-37,-36,-44,-46,-45,-43,-38,-40,-31,-39,-39,-39,-45,-42,-44,-41,-34,-41,-37,-42,-45,-42,-40,-32,-40,-43,-45,-40,-43,-45,-35,-39,-35,null
1/4/2021,-37,-34,-41,-36,-48,-41,-41,-39,-54,-39,-40,-42,-34,-43,-39,-35,-38,-37,-35,-35,-43,-45,-43,-42,-36,-38,-29,-38,-38,-38,-44,-41,-43,-39,-32,-39,-35,-41,-43,-41,-38,-30,-38,-42,-42,-39,-42,-44,-33,-37,-32,null
1/5/2021,-35,-32,-40,-33,-47,-40,-40,-38,-54,-37,-39,-41,-32,-42,-37,-32,-36,-36,-34,-33,-43,-44,-41,-41,-33,-36,-27,-34,-38,-36,-43,-40,-42,-38,-30,-37,-33,-40,-42,-40,-36,-27,-36,-40,-40,-37,-40,-43,-32,-35,-30,null
1/6/2021,-33,-31,-39,-31,-46,-39,-38,-37,-54,-36,-37,-40,-30,-41,-34,-29,-34,-34,-32,-32,-42,-43,-39,-39,-31,-34,-25,-31,-37,-35,-42,-39,-41,-36,-28,-35,-31,-40,-40,-39,-34,-25,-34,-38,-38,-36,-39,-42,-31,-33,-27,null
1/7/2021,-30,-29,-37,-28,-44,-37,-36,-35,-54,-33,-35,-38,-27,-38,-30,-26,-31,-31,-29,-30,-40,-41,-35,-37,-27,-31,-22,-28,-36,-32,-40,-37,-39,-34,-25,-32,-29,-38,-38,-37,-31,-22,-31,-35,-34,-33,-37,-40,-28,-29,-24,null
1/8/2021,-23,-23,-32,-21,-39,-31,-29,-29,-51,-26,-29,-32,-20,-31,-22,-18,-23,-25,-22,-23,-35,-36,-29,-30,-20,-22,-15,-20,-31,-26,-34,-32,-34,-28,-17,-25,-22,-32,-31,-31,-25,-13,-25,-28,-27,-27,-31,-35,-22,-22,-16,null
1/9/2021,-22,-22,-31,-20,-38,-30,-28,-28,-51,-25,-27,-31,-19,-29,-21,-16,-21,-23,-21,-21,-34,-35,-26,-29,-19,-21,-14,-19,-31,-24,-33,-31,-33,-28,-16,-24,-20,-31,-29,-30,-23,-13,-24,-27,-26,-25,-31,-34,-22,-20,-15,null
1/10/2021,-21,-22,-31,-20,-38,-30,-28,-28,-51,-25,-27,-31,-19,-29,-20,-16,-21,-23,-22,-21,-34,-35,-26,-29,-19,-20,-14,-19,-31,-24,-33,-32,-33,-27,-16,-23,-20,-31,-28,-29,-23,-13,-23,-29,-26,-25,-30,-34,-21,-20,-15,null
1/11/2021,-21,-22,-31,-20,-37,-30,-28,-27,-51,-25,-27,-31,-18,-29,-20,-16,-21,-23,-23,-21,-34,-35,-26,-29,-20,-20,-14,-18,-31,-24,-32,-32,-32,-27,-16,-23,-20,-31,-28,-29,-23,-12,-23,-29,-26,-25,-30,-34,-21,-20,-14,null
1/12/2021,-21,-22,-31,-20,-37,-30,-27,-27,-51,-25,-27,-31,-18,-28,-20,-16,-20,-23,-23,-21,-33,-35,-26,-28,-20,-20,-14,-18,-31,-24,-32,-32,-32,-27,-16,-23,-20,-31,-28,-28,-23,-12,-23,-29,-26,-25,-30,-34,-21,-20,-14,null
1/13/2021,-21,-21,-31,-20,-37,-30,-27,-27,-50,-25,-27,-31,-19,-28,-20,-16,-20,-23,-23,-21,-33,-34,-26,-28,-20,-20,-14,-18,-31,-24,-32,-32,-33,-27,-16,-23,-20,-31,-28,-28,-22,-12,-23,-28,-26,-25,-30,-34,-21,-20,-14,null
1/14/2021,-21,-21,-31,-19,-37,-29,-27,-27,-50,-25,-27,-31,-19,-28,-20,-16,-20,-23,-23,-21,-33,-34,-26,-28,-20,-20,-14,-18,-31,-24,-32,-32,-33,-27,-16,-22,-20,-31,-28,-28,-22,-12,-23,-28,-26,-25,-30,-34,-21,-20,-14,null
1/15/2021,-21,-22,-31,-20,-37,-29,-27,-27,-50,-25,-27,-31,-19,-28,-20,-19,-21,-24,-23,-22,-34,-35,-26,-29,-20,-21,-14,-20,-31,-24,-32,-32,-33,-26,-16,-23,-20,-32,-28,-28,-22,-14,-23,-29,-26,-25,-30,-34,-22,-20,-15,null
1/16/2021,-21,-22,-31,-20,-38,-29,-28,-27,-51,-26,-27,-32,-19,-29,-21,-19,-21,-24,-23,-23,-34,-35,-26,-29,-20,-21,-15,-21,-32,-24,-33,-32,-33,-26,-16,-23,-21,-32,-28,-28,-23,-14,-23,-29,-26,-26,-30,-34,-22,-21,-15,null
1/17/2021,-22,-23,-31,-20,-38,-29,-28,-27,-51,-26,-27,-32,-20,-29,-21,-20,-21,-25,-23,-23,-34,-35,-27,-29,-21,-22,-15,-21,-32,-25,-33,-31,-34,-27,-17,-23,-21,-32,-28,-28,-23,-15,-23,-27,-27,-27,-31,-34,-23,-21,-15,null
1/18/2021,-24,-26,-33,-23,-39,-30,-30,-29,-53,-28,-30,-35,-22,-31,-23,-22,-24,-27,-25,-26,-36,-37,-28,-30,-22,-24,-18,-23,-33,-27,-35,-33,-36,-29,-19,-25,-23,-33,-30,-31,-26,-17,-25,-29,-30,-29,-33,-36,-25,-22,-18,null
1/19/2021,-24,-26,-33,-23,-39,-31,-30,-29,-54,-28,-30,-36,-22,-31,-23,-22,-24,-27,-25,-26,-36,-37,-28,-30,-22,-24,-18,-23,-33,-27,-35,-33,-36,-29,-19,-25,-23,-33,-30,-31,-26,-17,-25,-29,-30,-29,-33,-36,-25,-22,-18,null
1/20/2021,-24,-26,-33,-23,-39,-31,-30,-29,-56,-28,-30,-36,-21,-31,-23,-22,-24,-27,-25,-26,-37,-37,-28,-30,-22,-24,-18,-23,-33,-27,-35,-33,-36,-29,-19,-25,-23,-33,-30,-31,-26,-17,-25,-29,-30,-29,-33,-35,-25,-22,-18,null
1/21/2021,-24,-26,-33,-23,-39,-30,-30,-29,-56,-28,-30,-35,-21,-31,-23,-21,-24,-26,-25,-26,-37,-37,-28,-30,-22,-24,-17,-22,-33,-26,-35,-33,-36,-29,-19,-25,-23,-33,-30,-31,-26,-17,-25,-29,-29,-29,-33,-35,-25,-22,-18,null
1/22/2021,-24,-25,-32,-22,-39,-30,-30,-29,-55,-28,-30,-35,-21,-30,-23,-18,-23,-26,-25,-26,-37,-37,-28,-29,-22,-23,-17,-20,-33,-26,-34,-33,-36,-29,-18,-25,-23,-33,-30,-31,-25,-14,-24,-29,-29,-29,-33,-35,-24,-22,-18,null
1/23/2021,-23,-24,-32,-22,-39,-30,-30,-29,-55,-28,-29,-35,-21,-30,-22,-18,-23,-25,-25,-25,-37,-37,-28,-29,-22,-22,-17,-20,-33,-26,-34,-33,-36,-28,-18,-25,-23,-33,-29,-30,-25,-15,-24,-29,-29,-28,-33,-35,-24,-22,-18,null
1/24/2021,-23,-24,-33,-22,-39,-30,-30,-29,-55,-27,-29,-35,-21,-30,-22,-18,-22,-25,-25,-25,-36,-37,-27,-29,-22,-22,-17,-19,-33,-25,-34,-33,-35,-28,-18,-24,-22,-33,-29,-30,-24,-15,-24,-29,-29,-28,-33,-35,-24,-21,-18,null
1/25/2021,-20,-20,-31,-20,-38,-29,-27,-27,-53,-25,-26,-31,-18,-28,-20,-17,-21,-23,-22,-23,-34,-35,-26,-28,-19,-20,-15,-22,-32,-23,-33,-32,-33,-26,-16,-23,-20,-32,-27,-28,-22,-12,-22,-27,-26,-26,-31,-34,-22,-20,-15,null
1/26/2021,-20,-20,-32,-20,-38,-29,-28,-27,-52,-25,-26,-31,-18,-29,-20,-20,-21,-23,-22,-23,-35,-35,-26,-27,-18,-20,-15,-25,-32,-23,-33,-32,-34,-26,-15,-23,-20,-32,-28,-28,-22,-12,-21,-27,-26,-26,-31,-34,-22,-21,-15,null
1/27/2021,-20,-20,-31,-20,-38,-29,-28,-27,-50,-25,-26,-31,-18,-29,-20,-20,-21,-23,-22,-23,-34,-35,-26,-27,-18,-21,-15,-26,-32,-23,-33,-31,-34,-26,-15,-22,-20,-32,-28,-29,-22,-12,-21,-26,-26,-25,-30,-34,-22,-21,-15,null
1/28/2021,-19,-20,-31,-20,-38,-29,-28,-27,-50,-25,-26,-31,-18,-29,-21,-20,-21,-24,-22,-23,-34,-35,-26,-27,-18,-21,-15,-26,-33,-23,-33,-31,-34,-26,-15,-23,-20,-32,-28,-29,-21,-13,-21,-26,-26,-25,-31,-34,-22,-21,-15,null
1/29/2021,-19,-20,-31,-20,-38,-29,-28,-27,-50,-25,-25,-31,-18,-29,-21,-20,-21,-24,-22,-23,-34,-35,-26,-27,-18,-21,-15,-26,-33,-23,-33,-31,-34,-26,-15,-22,-20,-32,-28,-29,-21,-13,-21,-26,-26,-25,-31,-34,-22,-21,-15,null
1/30/2021,-19,-20,-31,-20,-37,-29,-28,-26,-50,-25,-25,-31,-18,-29,-21,-20,-21,-24,-21,-23,-33,-35,-26,-27,-18,-21,-14,-25,-32,-23,-33,-31,-34,-26,-15,-22,-20,-32,-27,-29,-21,-13,-21,-26,-25,-25,-30,-33,-22,-21,-14,null
1/31/2021,-19,-20,-30,-20,-36,-28,-27,-27,-52,-25,-26,-31,-18,-31,-22,-20,-21,-24,-21,-22,-36,-34,-26,-27,-18,-21,-14,-25,-32,-23,-33,-31,-33,-27,-15,-23,-20,-31,-28,-28,-22,-12,-21,-26,-25,-25,-34,-33,-23,-22,-14,null
2/1/2021,-19,-20,-30,-19,-36,-28,-33,-30,-53,-25,-26,-30,-18,-31,-22,-19,-20,-24,-21,-22,-39,-36,-26,-27,-18,-21,-14,-21,-31,-23,-39,-30,-37,-27,-15,-24,-19,-31,-33,-31,-22,-12,-21,-26,-25,-25,-35,-33,-24,-22,-14,null
2/2/2021,-19,-20,-29,-19,-36,-27,-36,-32,-54,-25,-26,-30,-17,-29,-22,-16,-19,-25,-21,-27,-40,-38,-25,-26,-18,-20,-14,-17,-31,-27,-42,-30,-39,-27,-15,-24,-19,-31,-36,-32,-21,-12,-22,-26,-25,-27,-36,-33,-26,-21,-14,null
2/3/2021,-19,-20,-29,-19,-36,-27,-35,-32,-54,-25,-25,-31,-17,-29,-21,-16,-19,-24,-21,-27,-40,-37,-25,-26,-18,-19,-14,-16,-30,-26,-43,-30,-39,-27,-15,-24,-19,-31,-36,-31,-21,-12,-22,-25,-24,-27,-35,-33,-26,-20,-14,null
2/4/2021,-19,-20,-29,-19,-35,-27,-35,-32,-54,-24,-25,-31,-17,-29,-21,-19,-19,-24,-21,-26,-40,-37,-25,-27,-18,-19,-14,-17,-30,-26,-43,-30,-39,-26,-15,-24,-19,-31,-36,-31,-21,-12,-21,-25,-24,-27,-35,-33,-25,-21,-14,null
2/5/2021,-19,-20,-29,-19,-35,-27,-34,-31,-54,-24,-25,-30,-17,-30,-21,-20,-19,-24,-21,-26,-40,-37,-26,-27,-18,-19,-14,-17,-30,-26,-42,-29,-39,-26,-15,-24,-19,-31,-36,-31,-21,-12,-21,-25,-24,-27,-34,-33,-25,-22,-14,null
2/6/2021,-20,-20,-28,-19,-35,-27,-33,-31,-53,-24,-25,-30,-17,-30,-21,-20,-19,-23,-21,-25,-39,-36,-26,-27,-18,-19,-14,-18,-29,-25,-41,-29,-38,-26,-15,-24,-19,-31,-35,-30,-21,-12,-21,-25,-24,-27,-34,-32,-25,-22,-14,null
2/7/2021,-20,-20,-28,-19,-34,-27,-36,-32,-52,-24,-25,-31,-17,-29,-20,-20,-19,-23,-21,-26,-38,-37,-26,-27,-18,-19,-15,-19,-29,-26,-43,-29,-39,-25,-15,-23,-19,-31,-35,-32,-21,-13,-21,-25,-24,-27,-32,-32,-23,-21,-14,null
2/8/2021,-19,-20,-28,-19,-35,-27,-30,-29,-50,-24,-25,-31,-17,-29,-20,-20,-21,-23,-21,-26,-35,-36,-26,-28,-18,-21,-16,-20,-29,-25,-37,-29,-36,-25,-16,-22,-21,-31,-30,-30,-21,-13,-21,-25,-24,-27,-30,-32,-21,-22,-14,null
2/9/2021,-19,-20,-28,-19,-34,-27,-29,-27,-49,-24,-25,-31,-17,-29,-20,-20,-21,-23,-21,-21,-33,-35,-26,-28,-18,-23,-16,-20,-29,-22,-33,-29,-33,-25,-16,-22,-23,-30,-27,-29,-21,-13,-21,-25,-24,-24,-29,-32,-20,-22,-14,null
2/10/2021,-19,-20,-28,-21,-34,-27,-29,-27,-49,-24,-25,-31,-17,-29,-21,-20,-22,-25,-21,-21,-33,-35,-26,-28,-18,-25,-16,-20,-29,-22,-33,-29,-33,-25,-16,-22,-26,-30,-27,-29,-20,-13,-21,-26,-24,-24,-29,-32,-20,-22,-14,null
2/11/2021,-19,-20,-28,-25,-34,-27,-29,-28,-49,-24,-25,-31,-17,-29,-21,-18,-22,-29,-21,-21,-34,-34,-26,-27,-18,-26,-17,-20,-29,-22,-33,-29,-33,-25,-16,-23,-28,-31,-27,-29,-20,-13,-22,-27,-24,-24,-30,-32,-22,-21,-15,null
2/12/2021,-19,-21,-28,-26,-35,-28,-29,-29,-50,-24,-25,-31,-17,-29,-21,-17,-23,-30,-21,-21,-34,-34,-25,-27,-19,-27,-17,-21,-29,-22,-33,-29,-33,-25,-17,-23,-30,-33,-27,-28,-20,-15,-22,-28,-24,-24,-31,-34,-23,-20,-16,null
2/13/2021,-19,-21,-28,-26,-35,-29,-30,-30,-52,-24,-25,-31,-18,-29,-21,-18,-23,-30,-21,-21,-36,-35,-25,-27,-19,-28,-17,-21,-30,-22,-34,-29,-34,-26,-17,-23,-31,-38,-28,-29,-21,-15,-23,-29,-25,-24,-34,-38,-23,-21,-16,null
2/14/2021,-20,-21,-28,-28,-35,-30,-28,-29,-51,-24,-25,-31,-18,-29,-21,-18,-25,-29,-22,-21,-35,-34,-25,-27,-20,-28,-17,-21,-29,-22,-33,-32,-33,-26,-17,-23,-36,-40,-28,-27,-21,-15,-23,-33,-25,-24,-33,-42,-23,-20,-17,null
2/15/2021,-23,-23,-30,-36,-36,-32,-29,-30,-53,-26,-27,-35,-22,-31,-24,-19,-28,-34,-30,-24,-37,-36,-26,-28,-28,-32,-19,-23,-31,-24,-35,-34,-35,-27,-20,-25,-42,-43,-29,-29,-23,-18,-29,-41,-28,-26,-35,-45,-26,-21,-20,null
2/16/2021,-28,-24,-30,-43,-36,-32,-29,-30,-53,-26,-28,-35,-22,-34,-28,-20,-30,-39,-37,-27,-37,-36,-28,-28,-36,-34,-18,-25,-31,-25,-35,-36,-35,-27,-20,-28,-46,-44,-29,-29,-23,-19,-34,-48,-29,-28,-35,-45,-27,-21,-20,null
2/17/2021,-29,-24,-29,-50,-36,-32,-28,-30,-53,-26,-28,-35,-22,-34,-29,-20,-31,-39,-41,-27,-37,-36,-28,-28,-43,-35,-18,-25,-31,-25,-35,-36,-36,-27,-19,-28,-49,-44,-29,-30,-22,-19,-38,-55,-30,-29,-35,-45,-28,-21,-20,null
2/18/2021,-30,-24,-29,-53,-36,-33,-30,-32,-55,-26,-28,-35,-22,-34,-29,-20,-31,-38,-45,-28,-40,-37,-28,-28,-48,-35,-18,-24,-31,-25,-37,-36,-37,-28,-19,-29,-50,-44,-31,-31,-23,-18,-42,-59,-30,-29,-38,-45,-29,-21,-20,null
2/19/2021,-30,-23,-29,-56,-36,-32,-31,-33,-56,-26,-28,-34,-22,-33,-29,-19,-30,-38,-47,-29,-41,-38,-28,-28,-52,-35,-17,-24,-30,-26,-38,-36,-38,-28,-19,-28,-50,-41,-32,-32,-23,-17,-44,-62,-29,-30,-38,-44,-29,-21,-19,null
2/20/2021,-29,-23,-29,-56,-36,-31,-31,-32,-55,-25,-27,-34,-21,-33,-29,-19,-29,-37,-46,-29,-39,-38,-28,-27,-52,-33,-17,-23,-30,-25,-38,-36,-38,-27,-18,-28,-49,-36,-32,-32,-22,-16,-44,-60,-29,-30,-35,-39,-29,-21,-18,null
2/21/2021,-28,-23,-29,-53,-36,-30,-31,-31,-54,-25,-27,-34,-21,-32,-29,-19,-27,-37,-45,-29,-39,-38,-28,-27,-50,-32,-17,-22,-30,-26,-38,-33,-38,-26,-18,-28,-43,-33,-32,-32,-21,-16,-42,-55,-29,-30,-34,-35,-28,-21,-17,null
2/22/2021,-24,-20,-27,-45,-34,-27,-29,-30,-53,-24,-25,-30,-17,-30,-26,-17,-22,-32,-38,-27,-38,-36,-27,-25,-42,-26,-14,-19,-28,-24,-36,-31,-36,-26,-15,-25,-35,-30,-30,-30,-19,-13,-37,-47,-25,-29,-32,-32,-26,-20,-14,null
2/23/2021,-18,-20,-27,-37,-34,-27,-28,-30,-53,-24,-24,-30,-17,-27,-20,-16,-19,-26,-30,-24,-37,-35,-24,-25,-33,-22,-14,-17,-28,-23,-35,-29,-35,-25,-15,-21,-29,-29,-30,-29,-19,-12,-31,-40,-24,-27,-32,-32,-24,-19,-14,null
